comment_count,region_code,video_description,hashtag_names,id,like_count,share_count,username,view_count
1,US,#improvebloodsugar #cayennepepper #pepperflakes #redpepperflakes #jalapeno #chilipeppers #weightloss #imunitybooster #addflavor #diyhealth #digestion #hearthealth #healthyliving #healthylifestyle #healthylife ,"['weightloss', 'jalapeno', 'healthylife', 'healthylifestyle', 'chilipeppers', 'healthyliving', 'digestion', 'hearthealth', 'cayennepepper', 'redpepperflakes', 'pepperflakes', 'addflavor', 'diyhealth', 'imunitybooster', 'improvebloodsugar']",7284441454024461610,18,0,mirandawest919,479
14,US,#OralHealth #Dentist #YellowTeeth #CrookedTeeth #BrushTwiceADay #Floss #HeartDisease #ToothEnamel #ToothDecay #PryorityMaleCares #PryorityMale #HealthEducator #LaughAndLearn ,"['crookedteeth', 'dentist', 'floss', 'yellowteeth', 'heartdisease', 'laughandlearn', 'toothdecay', 'brushtwiceaday', 'oralhealth', 'toothenamel', 'healtheducator', 'pryoritymalecares', 'pryoritymale']",7284426121867709727,86,6,pryoritymalellc,2939
1325,US,"Heart disease, heart health, dangers of cholesterol lowering medications, lipitor theif of memory, margarin is toxic, fat free diets are harmful and more with @Barbara O’Neill  #lipitor  #lipitorthiefofmemory  #heartdisease  #hearthealth  #margarine  #margarineisdangerous  #fatfreeisharmful  #fatfree  #cholesterol  #thegreatcholesterolcon  #statin  #statins  #statindrugs  #alzheimer  #alzheimers  #dementia  #memoryloss  #musclewasting  #cancer ","['cancer', 'dementia', 'memoryloss', 'fatfree', 'heartdisease', 'alzheimer', 'margarine', 'cholesterol', 'alzheimers', 'statin', 'hearthealth', 'statindrugs', 'lipitor', 'statins', 'musclewasting', 'thegreatcholesterolcon', 'margarineisdangerous', 'fatfreeisharmful', 'lipitorthiefofmemory']",7284425168091385130,52908,24052,okbhealthy,998472
0,US,"El Día Mundial del Corazón se celebra el 29 de septiembre, y se hace desde que en el año 2000 la Federación Mundial del Corazón, con el apoyo de la Organización Mundial de la Salud (OMS) designara este día, con el objetivo de concienciar sobre las enfermedades cardiovasculares, su prevención, control y tratamiento.              Las enfermedades cardiovasculares son la primera causa de muerte en el mundo. Los infartos de miocardio y los accidentes cerebro vasculares se cobran más de 17 millones de vidas al año. Y se estima que la cifra ascenderá a 23 millones para el año 2030.                                                               #diamundialdelcorazon #heartdisease #heartdiseaseawareness #pimglatino #medicosdetiktok #comunidadlatina #medicoslatinos ","['heartdisease', 'heartdiseaseawareness', 'diamundialdelcorazon', 'comunidadlatina', 'medicoslatinos', 'medicosdetiktok', 'pimglatino']",7284408863615487263,1,0,projectimglatino,141
0,US,Happy World Health Heart Day. Reminding you to love your heart. Ladies the number one killer for us is not breast cancer it is heart attack. Also remember heart attack in women is a little different. You might not have chest pain or sweating etc.  You could just feel anxious. If you have any concerns go get checked out in the ER.#heartattack #hearthealth #highbloodpressure ,"['heartattack', 'hearthealth', 'highbloodpressure']",7284408788549897502,4,0,desertsagelifestyle,280
0,US,"About 695,000 people in the United States died from heart disease in 2021—that's 1 in every 5 deaths #donate #justthinkhearts #justthink #itsjesseslife #americanheartassociation #hearthealth #worldheartday @JT @BK @American Heart ❤️🤟#foryou #forall ","['foryou', 'donate', 'forall', 'justthink', 'americanheartassociation', 'hearthealth', 'worldheartday', 'itsjesseslife', 'justthinkhearts']",7284405409694174506,26,2,itsjesseslife,395
1,US,"Build muscle  It can save your life. Too many are dying early: 2,000,000,000 from heart disease, obesity, & cancer 500,000,000 have diabetes 200,000,000 have osteoporosis  36,000,000 are hospitalized from a fall (US alone) 2,000,000+ broken bones That’s 1/3 of the worlds population. Do yourself future self the favor. Move your body, and move some weight. ✌🏼+🧡 ______ #muscle  #resistancetraining  #health  #osteoporosis  #heartdisease  #cancer  #obesity  #diabetes  #beadure","['health', 'muscle', 'cancer', 'diabetes', 'heartdisease', 'obesity', 'osteoporosis', 'resistancetraining', 'beadure']",7284405350600592670,6,0,denny_dure,78
5,US,Replying to @user2570645623027 nope #fyp #flutterkicks #swimming #running #hearthealth #shockwaveaquafitness ,"['running', 'fyp', 'flutterkicks', 'hearthealth', 'swimming', 'shockwaveaquafitness']",7284402525426502954,122,5,shockwavefitness,2259
0,US,Are you a walker?  Do you walk daily?  It’s so good for you in so many ways!  #weightmanagement #bonehealth #hearthealth #stressreduction #hormonebalance #onlinehalthcoach #managingmenopause #womenover50 #womenover60 #healthylifestyle #mentalhealthmatters #wellnessjourney #getoutside,"['getoutside', 'healthylifestyle', 'mentalhealthmatters', 'hearthealth', 'weightmanagement', 'wellnessjourney', 'womenover60', 'bonehealth', 'stressreduction', 'womenover50', 'hormonebalance', 'managingmenopause', 'onlinehalthcoach']",7284397156469853470,4,1,paulajomoore58,272
0,US,Listen to your heart's rhythm this World Heart Day and make every beat count. ❤️  #WorldHeartDay #HeartHealth,"['hearthealth', 'worldheartday']",7284395626648063278,2,0,ondek_healthcare,38
0,US,"ARE YOU AN ADRENALINE JUNKY? Adrenaline, a hormone produced by the adrenal glands, plays a crucial role in the body's fight-or-flight response. It heightens awareness, increases heart rate, and provides a sudden surge of energy during stressful situations, enabling quick, decisive actions. However, prolonged exposure to high levels of adrenaline due to chronic stress can lead to serious health issues. Excessive adrenaline can strain the heart, elevate blood pressure, weaken the immune system, and disrupt sleep patterns. It's linked to various diseases such as hypertension, heart disease, and weakened immunity, highlighting the importance of managing stress for overall well-being. #adrenaline #cortisol #adrenals #stress #wellness #nutrition #serenity #nutrition #destress #immunity #highbloodpressure #hypertension #heartdisease #heart #happy ","['happy', 'heart', 'serenity', 'stress', 'nutrition', 'immunity', 'adrenaline', 'wellness', 'heartdisease', 'destress', 'hypertension', 'cortisol', 'highbloodpressure', 'adrenals']",7284392822747319582,7,0,southcoastwellness74,285
4,US,Day 21 was challenging 9 more days ✊🏽💪🏽#TikTokPartner #LifeOnTikTok #weightedrope #hearthealth #jumprope #crossrope #cardioworkout #fypシ #skipchallenge #fitnesschallenge #tiktokchallenge #fyp #jumpforyourlife #fitnessmotivation ,"['jumprope', 'cardioworkout', 'fyp', 'tiktokchallenge', 'fitnesschallenge', 'fitnessmotivation', 'skipchallenge', 'hearthealth', 'crossrope', 'jumpforyourlife', 'tiktokpartner', 'lifeontiktok', 'fypシ', 'weightedrope']",7284383193686461739,34,0,noella83,584
1,US,#worldheartday #september29 #heartday #heartbeat #hearthealth #hearthealthydiet #hearthealthawarness #hearthealthmatters #mug #coffeeaddict #fyp #cup #coffeemug #coffeecup #everydayisaholiday #coffee #funnyvideos #hearts #coffeetiktok ,"['hearts', 'heartbeat', 'coffee', 'cup', 'coffeeaddict', 'mug', 'funnyvideos', 'fyp', 'heartday', 'coffeemug', 'everydayisaholiday', 'coffeecup', 'september29', 'hearthealth', 'worldheartday', 'coffeetiktok', 'hearthealthawarness', 'hearthealthydiet', 'hearthealthmatters']",7284383065307155754,4,2,morningmugshots,234
1,US,#AD How are you protecting your heart? Check out the link in my bio to read an article by @GoodRx about heart disease prevention. #WorldHeartDay #HeartDisease #Prevention #Cardiologist #GoodRxHCP ,"['ad', 'prevention', 'heartdisease', 'cardiologist', 'worldheartday', 'goodrxhcp']",7284382882573897003,65,5,tikheartdoc,2883
0,US,"Reasons to take omega-3 fish oil: helps reduce inflammation, delays skin aging, lowers blood pressure, supports a healthy heart, and improves memory to name a few! #health #wellness #fishoil #fishoilbenefits #omega3 #hearthealth #skinaging #lowerbloodpressure ","['health', 'wellness', 'omega3', 'fishoil', 'hearthealth', 'lowerbloodpressure', 'skinaging', 'fishoilbenefits']",7284380375223242027,9,0,artesianhealthfoods,1039
1,US,#moussaka #eggplant #beyondmeat #prego #bechamelsauce #dinner #goveganandnobodygetshurt #vegan #plantbased #savewater #savetheplanet #crueltyfree #dairyfree #beef #burgers #bbq #chicken #fish #eggs #bacon #ham #compassion #health #diabetes #heartdisease  #depression #love #mentalhealth  - [ ] ,"['love', 'ham', 'vegan', 'fish', 'chicken', 'health', 'bbq', 'eggs', 'bacon', 'dinner', 'prego', 'burgers', 'beef', 'eggplant', 'diabetes', 'savewater', 'mentalhealth', 'compassion', 'savetheplanet', 'heartdisease', 'crueltyfree', 'dairyfree', 'plantbased', 'moussaka', 'beyondmeat', 'bechamelsauce', 'depression', 'goveganandnobodygetshurt']",7284379801169825066,12,0,the.lazy.vegan,246
17,US,There is still a long road ahead but im going to fight with everything i got… I didnt work this hard to “heal”  my mind/trauma to not live life to the fullest !! #neurodivergent #healingjourney #actuallyautistic #congenitalheartdefect #asd #hearthealth ,"['asd', 'congenitalheartdefect', 'actuallyautistic', 'hearthealth', 'neurodivergent', 'healingjourney']",7284378448179563807,73,0,spicyspectrum,556
0,US,#warriors #ckd #diabetes #heartdisease #kidneywarrior #healing #weightloss #slowandsteady #pozitivinfluenz ,"['warriors', 'weightloss', 'diabetes', 'healing', 'slowandsteady', 'heartdisease', 'ckd', 'kidneywarrior', 'pozitivinfluenz']",7284377580365729070,4,0,pozitivinfluenz,266
0,US,"#fyp #hearthealth As if we don’t have enough to worry about with ultra-processed foods 😱 there’s an alarming link between that and women specifically! That plus, dangerously high obesity rates in the U.S. and new hope for those with #longcovid in today’s top health headlines!  #trending #trendingnews #health #healthnews #longcovidsymptoms #hearthealthy #heart #depression #processedfoods #reminder #healthreminder #cdc #foryoupage #healthtips #complications #healthcomplications #healthy ","['heart', 'healthy', 'health', 'trending', 'cdc', 'fyp', 'reminder', 'complications', 'trendingnews', 'healthtips', 'hearthealth', 'hearthealthy', 'foryoupage', 'healthreminder', 'depression', 'healthnews', 'processedfoods', 'healthcomplications', 'longcovid', 'longcovidsymptoms']",7284373978569870623,5,1,baptisthealthsf,754
0,US,"Unlock the Healing Power of Massage 💆‍♀️✨️ On World Heart Day, discover how massage can help lower cholesterol and boost heart health. Take care of your heart and body. Book a massage! ❤️ Link to book in our bio. . . . . . #WorldHeartDay #HeartHealth #MassageBenefits #CholesterolControl #HealthyHeart #CholesterolEducationMonth #MassageMagic #MassageTherapy #StressRelief #CholesterolAwareness #KnowYourNumbers #CholesterolEducation #HealthyLiving #HeartDiseasePrevention #CholesterolTips #WellnessJourney #HealthyHeart #CholesterolCheck #LifestyleChoices #HeartHealthy #GetChecked #PreventHeartDisease #HealthyChoices #CholesterolManagement #StayHealthy #HeartAwareness #cardiovascularhealth","['stressrelief', 'stayhealthy', 'healthyliving', 'healthychoices', 'knowyournumbers', 'heartawareness', 'healthyheart', 'getchecked', 'hearthealth', 'worldheartday', 'hearthealthy', 'lifestylechoices', 'massagetherapy', 'wellnessjourney', 'preventheartdisease', 'cardiovascularhealth', 'cholesterolcontrol', 'massagebenefits', 'cholesterolcheck', 'heartdiseaseprevention', 'massagemagic', 'cholesteroltips', 'cholesteroleducationmonth', 'cholesterolawareness', 'cholesterolmanagement', 'cholesteroleducation']",7284367159252323627,1,0,delucamassage,328
3,US,"Salmon is the ultimate superfood! 🐟 Try this delicious and heart-healthy Maple Glazed Salmon recipe for a meal that not only tastes great, but is also good for your heart! ❤️ #hearthealth #bakedsalmon #healthyeating #SanguinaRecipes","['healthyeating', 'hearthealth', 'bakedsalmon', 'sanguinarecipes']",7284364046336412971,119,27,sanguina_inc,16283
0,US,"Certified Personal Trainer and Nutrition Coach Lindsey Day, Founder of NuTriDay, is here to share her TOP 5 blood tests that will empower you to optimize your #health and reach your goals! These tests are not found on a standard physical and will help you dig deeper to determine your condition’s root cause. 🩸💪 Test #1 HbA1C (Hemoglobin A1C): This test provides a three-month snapshot of your blood sugar levels, offering a more comprehensive view than fasting glucose tests. It’s crucial for managing #diabetes risk and understanding your body’s response to carbohydrates. 🍯🍠 Test #2 Homocysteine: Elevated levels of homocysteine can damage your arteries and are associated with various cardiovascular problems. This test helps assess your need for essential B vitamins, which are crucial for #hearthealth, brain function, and energy production. 🧠 Test #3 Vitamin D: Often behaving more like a hormone than a vitamin, adequate vitamin D is vital for #immunesupport, heart health, mood regulation, #inflammation control, and #cancerprevention. Genetic variations can affect your vitamin D levels, making regular testing important. ☀️ Test #4 C-Reactive Protein: A marker of inflammation, C-Reactive Protein testing can identify inflammation related to numerous health issues, including diabetes, #autoimmuneconditions, and #cardiovasculardisease, providing insights into your overall health. 👩‍⚕️🩺 Test #5 Full Thyroid Panel: #Thyroid imbalances can cause various symptoms, from #fatigue and #weightgain (#hypothyroidism) to anxiety and insomnia (#hyperthyroidism). Beyond standard tests, a comprehensive thyroid panel checks various #thyroidhormones and antibodies, ensuring more accurate diagnosis and treatment. 💜","['health', 'diabetes', '2', '4', 'fatigue', '3', 'weightgain', '5', 'thyroid', 'cancerprevention', 'hypothyroidism', 'hearthealth', 'hyperthyroidism', 'inflammation', 'cardiovasculardisease', '1', 'autoimmuneconditions', 'immunesupport', 'thyroidhormones']",7284363619918253354,4,0,paleoonthego,182
0,US,Happy World Heart Day ❤️ Try these exercises to strengthen your heart! #worldheartday #healthandwellness #hearthealth ,"['hearthealth', 'worldheartday', 'healthandwellness']",7284362793082490155,4,0,snapfitness247,1102
0,US,"#Hearthealth #Dietarychoices #Exerciseroutine Heart Health Section: The heart is one of the most vital organs in the human body, bearing a crucial responsibility in the circulatory system. The health of the heart has a profound impact on overall well-being, making it essential for everyone to prioritize understanding heart health. Here are some key points about heart health: 1.Maintain Healthy Eating Habits: Heart health is closely linked to dietary choices. Foods high in saturated fats, cholesterol, and calories can pose risks to heart health. Improper dietary habits can lead to elevated blood lipids, high blood pressure, and unstable blood sugar levels, increasing the risk of cardiovascular diseases. Therefore, it's important to reduce the consumption of high-fat, high-cholesterol, and high-calorie foods and incorporate a diet rich in nutritious options such as fruits, vegetables, fish, and nuts. 2.Establish a Regular Exercise Routine: Moderate physical activity can enhance cardiopulmonary function and elevate heart health. Engaging in at least 150 minutes of aerobic exercise per week can reduce the risk of heart diseases. Opt for low-intensity exercises like walking, jogging, swimming, and gradually increase the intensity and frequency based on your individual fitness level. 3.Control Blood Lipids: Elevated blood lipids are a significant risk factor for heart diseases. High levels of blood lipids can lead to arterial hardening, resulting in narrowed and weakened blood vessels, increasing the risk of heart health issues. To control blood lipids, focus on a low-fat and low-cholesterol diet, and incorporate regular physical activity while avoiding prolonged periods of sedentary behavior. 4.Quit Smoking and Limit Alcohol Intake: Both smoking and excessive alcohol consumption are detrimental to heart health. Nicotine and alcohol have damaging effects on the heart and blood vessels, leading to increased heart rate, elevated blood pressure, and coronary artery constriction, thereby increasing the risk of heart diseases. 5.Consistent Heart Health Checkups: Regular health checkups can help detect heart health issues early, including conditions like hypertension, arrhythmias, and atherosclerosis.  If you have a family history of heart diseases, experience high work-related stress, or maintain an irregular lifestyle, it is advisable to undergo more frequent heart health assessments.","['exerciseroutine', 'hearthealth', 'dietarychoices']",7284358664700333343,0,0,mysterious_powers,173
0,US,"Happy #WorldHeartDay 🧡 @nutritionist.natalie shares some helpful heart tips. #hearthealth  *These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease. As with any dietary supplement, you should advise your healthcare practitioner of the use of this product.","['hearthealth', 'worldheartday']",7284350013172370734,3,0,personalizedvitamins,436
1,US,#elderberryforkids #elderberrysyrup #elderberryelixir #antiinflammatory #guthealth #hearthealth #fyp #rawhoney #antibiotics ,"['fyp', 'antibiotics', 'hearthealth', 'guthealth', 'rawhoney', 'antiinflammatory', 'elderberrysyrup', 'elderberryelixir', 'elderberryforkids']",7284348484982050094,16,0,healthyroots918,311
7,US,Replying to @darbh8421 Don't you need inflammation and high LDL-C to have heart disease? #inflammation #heartdisease #cholesterol #ldl,"['ldl', 'heartdisease', 'cholesterol', 'inflammation']",7284342700801936686,70,4,drmohammedalo,2537
6,US,"🫀Se estima que cada 33 segundos una persona pierde la vida en Estados Unidos por enfermedades cardiovasculares. Solo en 2021, más de 500,000 murieron por un problema cardíaco. El Dr. Juan Rivera, cardiólogo y corresponsal médico principal de Univisión, explica cuáles son las cosas que debes saber si crees que alguien está sufriendo un infarto de corazón. #heart #heartdisease #infarto #salud #EstadosUnidos #ediciondigital ","['heart', 'salud', 'heartdisease', 'infarto', 'estadosunidos', 'ediciondigital']",7284339786700148011,678,137,ediciondigital,29089
0,US,#exercise #heart #hearthealth #friday #tgif #trending #tiktok #viralvideo #fyp #weekendvibes #walking ,"['friday', 'heart', 'walking', 'tgif', 'exercise', 'trending', 'tiktok', 'viralvideo', 'fyp', 'weekendvibes', 'hearthealth']",7284339601165077803,4,0,fee_fl4ev,276
5,US,#hearthealing #reikimasterteacher #heartchakra #reiki #lovehealing #live #love#buddha #energyhealing #health #strong #selflove #mindset  #spirituality #healingjourney #healer #timehealing #didyouknow #zen #buddhist #quote #buddhist #quotes #healingprocess #reikihealing #healersoftiktok #energyhealing #healthtips #strong #help #loveyourself #heartbroken #hearthealth ,"['love', 'heartbroken', 'live', 'strong', 'help', 'loveyourself', 'health', 'selflove', 'zen', 'healer', 'buddhist', 'quotes', 'quote', 'buddha', 'didyouknow', 'mindset', 'healthtips', 'spirituality', 'reiki', 'hearthealing', 'hearthealth', 'healingprocess', 'heartchakra', 'energyhealing', 'reikihealing', 'lovehealing', 'healingjourney', 'reikimasterteacher', 'healersoftiktok', 'timehealing']",7284339101912829215,56,8,dragonzenreiki,1791
1,US,"@Dr. Siyab, MD | Heart doc #highcholesterol #highcholesterolmedication #statins #cardiologist #geneticcondition #hearthealth ","['hearthealth', 'cardiologist', 'highcholesterol', 'geneticcondition', 'statins', 'highcholesterolmedication']",7284331289434541354,27,1,chaya_k5,772
6,US,#fyp #femsoftiktok🏳️‍🌈 #lesbiansoftiktok #weightloss #weightlosstransformation #lgbt🌈 #getfit #heartstrong #hearthealth ,"['getfit', 'weightloss', 'fyp', 'heartstrong', 'hearthealth', 'weightlosstransformation', 'lgbt🌈', 'lesbiansoftiktok', 'femsoftiktok🏳️\u200d🌈']",7284325160616742174,70,1,tootie2cuuuuute,2005
1,US,Low testosterone levels can lead to increased risk of heart attacks and strokes 🚫💔  Say no to MMP9 and prioritize your health.    👩‍⚕️Unlocking Health & Hormones: Your Guide to Fitness & Wellness 💪🌿  . . . . . . . #LowTestosterone #HeartHealth #StayHealthy #testosterone #heartattack #heartdisease ,"['heartattack', 'stayhealthy', 'heartdisease', 'testosterone', 'hearthealth', 'lowtestosterone']",7284317178134826283,50,3,modernendocrine,1032
0,US,#health #didyouknow #healthfacts #fitness #weightloss #detox #energy #hearthealth #clearskin #fyp ,"['fitness', 'energy', 'health', 'detox', 'weightloss', 'didyouknow', 'fyp', 'clearskin', 'hearthealth', 'healthfacts']",7284311078928960798,22,3,carolinecg7,316
0,US,"In today's fast-paced world, prioritizing your cardiovascular well-being is paramount. Incorporating these practices into your routine can usher in a new era of vitality and resilience. ❤️ Mindful Meditation: Elevate your emotional well-being and conquer stress with the transformative practice of mindful meditation. Embrace serenity and let go of tension, paving the way for a healthier heart and a happier you. ❤️ Cold Water Immersion: Dive into the invigorating world of cold water immersion. Energize your cardiovascular system, enhance circulation, and bolster your heart's strength. Embrace the chill and embrace a stronger, more resilient you. ❤️ Acupuncture: Harness the ancient wisdom of acupuncture to harmonize your body and mind. Regulate blood pressure, enhance circulation, and reduce inflammation, nurturing your heart from within. ❤️ Aromatherapy: Immerse yourself in the soothing scents of nature's bounty. Lavender and rosemary essential oils beckon, offering relaxation, lower blood pressure, and enhanced heart function. Embrace the power of aromatherapy and breathe new life into your heart health journey. ❤️ Forest Bathing (Shinrin-Yoku): Embrace the tranquility of nature and rejuvenate your heart with Shinrin-Yoku. Let the forest embrace you, melting away stress, lowering blood pressure, and fostering deep relaxation. Step into the forest and step into better heart health. ❤️ Social Connections: Cultivate meaningful relationships and ignite a spark of vitality within your heart. Nourish your soul with the warmth of social connections, knowing that each moment spent with loved ones strengthens your heart and uplifts your spirit. Remember, your heart's journey is unique, and consulting with a healthcare professional is essential before embarking on any significant lifestyle changes.  #liveahealthyvida #vidalifescience #americanheartmonth #hearthealth #healthyheart #cardiovascularhealth #heartcare #heartprevention #hearthealthtips #hearthealthawareness ","['healthyheart', 'hearthealth', 'americanheartmonth', 'heartcare', 'hearthealthawareness', 'cardiovascularhealth', 'heartprevention', 'hearthealthtips', 'liveahealthyvida', 'vidalifescience']",7341177632144510254,0,0,lifiolabs,832
6,US,#help #chf #hearthealth #notreadytogiveup #cardiology #advice #52yearsyoung #livinglefttodo #heartfailure #congestiveheartfailure ,"['help', 'advice', 'chf', 'cardiology', 'hearthealth', 'heartfailure', '52yearsyoung', 'notreadytogiveup', 'congestiveheartfailure', 'livinglefttodo']",7341175864605871403,14,1,dawniesthicc,453
0,US,Stay proactive about your health with our comprehensive checkup services. Schedule yours today at Clinical Care Medical Centers! Mantente proactivo sobre tu salud con nuestros servicios de chequeo completos. ¡Agenda el tuyo hoy en Clinical Care Medical Centers! 📞 Miami-Dade County: (305) 671-3621 Orange County: (407) 698-1877 Hillsborough/Polk County: (813) 280-0551 Broward County: (954) 237-3849 #seniorcare #clinicalcaremedicalcenters #seniorhealth #florida #miami #healthcareworkers #medicalcenters #diabetes #diabetesmanagement #hearthealth #arthritis #painmanagement #fyp #foryou,"['florida', 'miami', 'foryou', 'diabetes', 'fyp', 'arthritis', 'hearthealth', 'seniorcare', 'painmanagement', 'healthcareworkers', 'seniorhealth', 'diabetesmanagement', 'medicalcenters', 'clinicalcaremedicalcenters']",7341175410727587114,0,0,clinicalcare.mc,319
0,US,"American Heart Month is almost over, but our Hospice Help 24 experts still have answers to your questions! You asked us about edema, and our Clinical Nurse Educator, Dani Wilkins, RN, discusses edema and why it affects patients with congestive heart failure. Check it out! Have more questions for our Hospice Help 24 experts? Let us know in the comments below! #americanheartmonth #hearthealth #heartfailure #congestiveheartfailure #caregivers","['hearthealth', 'heartfailure', 'caregivers', 'americanheartmonth', 'congestiveheartfailure']",7341174927002766634,3,0,chaptershealthsystem,336
0,US,Fuel your heart's rhythm! 💖 #HeartHealth #MagnesiumMagic #JabaliWellness #FDA #Organic #Reels #FYP #ImmuneBoost #WellnessJourney #NaturalNourishment #HolisticHealth #VitalityBoost #StrongInsideOut,"['organic', 'fyp', 'fda', 'reels', 'magnesiummagic', 'hearthealth', 'immuneboost', 'wellnessjourney', 'stronginsideout', 'holistichealth', 'vitalityboost', 'naturalnourishment', 'jabaliwellness']",7341170822347836715,3,0,jabaliwellness,259
7,US,"From the CVICU to Miss America… this is why heart month & heart health are important. To be the biggest fan for your loved one’s biggest moments you have to prioritize your health! While heart month may be coming to an end, I’m grateful for the continued funding and research of cardiovascular diseases and stroke and the professionals that care for its patients. May you celebrate and support your heart every month❤️  #MissAR23 #MissArkansas #FYP #HeartHealth #Heart #MissAmerica ","['heart', 'fyp', 'missamerica', 'missarkansas', 'hearthealth', 'missar23']",7341169968425258282,340,1,corik,3368
76,US,"Latest standard in cholesterol control - go early, go often and go low! #cholesterol #heartdisease #heartdiseaseawareness #preventivemedicine #plaque #cardiovascular #hearthealthy #livelonger ","['heartdisease', 'livelonger', 'plaque', 'cholesterol', 'hearthealthy', 'cardiovascular', 'heartdiseaseawareness', 'preventivemedicine']",7341168907476094250,351,48,booneheart,14398
1,US,Did you know GoodRx now offers 30 of the common heart health medications for under $30? Checkout the #GoodRxEffect and more. 🔗: Click the link in our bio for more 💻: The GoodRx Effect: How GoodRx is changing the Economics of Healthcare #goodrx #Healthcare #health #savings #hearthealth #emergencyroom #hearthealthmonth ,"['health', 'healthcare', 'savings', 'emergencyroom', 'hearthealth', 'hearthealthmonth', 'goodrx', 'goodrxeffect']",7341167464878771498,21,0,goodrx,925
133,US,Decrease your cholesterol levels with this homemade remedy.   #cholesterol  #cholesterollevels  #highbloodpressure  #bloodpressure  #hearthealth  #homemaderemedies  #healthydrink  #healthy  #medicinalherbs  #naturalmedicine  #medecine ,"['healthy', 'bloodpressure', 'medecine', 'cholesterol', 'naturalmedicine', 'healthydrink', 'hearthealth', 'highbloodpressure', 'homemaderemedies', 'medicinalherbs', 'cholesterollevels']",7341165534089661727,1317,1004,naturalremedioss,51480
0,US,These mind-blowing facts about heart disease are eye-opening. Make sure to follow us for more great health info! #HeartHealth #elpasotx #hospice #heartdisease,"['elpasotx', 'heartdisease', 'hospice', 'hearthealth']",7341164474260294958,0,0,tendercarehh,362
1,US,Berberine does it alllll for me #fyp #foryoupage #healthandwellness #berberine #berberinesupplement #cholesterol #guthealth #guttok #naturalsupplements #hearthealth ,"['fyp', 'cholesterol', 'hearthealth', 'healthandwellness', 'guthealth', 'foryoupage', 'berberine', 'naturalsupplements', 'guttok', 'berberinesupplement']",7341163171094252831,6,0,luckey1s,720
0,US,"🐟 Unleash the power of Omega-3s! Essential for heart health, brain function, and reducing inflammation. Include fish, nuts, and seeds in your diet for a healthier you. 🌿💪 #Omega3 #HeartHealth #BrainBoost #AntiInflammation #HealthyFats #NutritionTips #Wellness #EatWell #Superfoods #MentalWellness #JointHealth #ImmuneSupport #HealthyEating #DietEssentials #LiveWell #health #heathandwellness #quiz","['health', 'quiz', 'wellness', 'healthyeating', 'omega3', 'eatwell', 'livewell', 'superfoods', 'hearthealth', 'healthyfats', 'brainboost', 'mentalwellness', 'heathandwellness', 'nutritiontips', 'jointhealth', 'immunesupport', 'antiinflammation', 'dietessentials']",7341162569874296106,5,0,pfmliving,220
0,US,Unlocking Productivity Power! ☕️ ✨ Discover the strategic art of delaying your caffeine kick for peak performance... #mindset #health #mindset #hearthealth #preventheartdisease #cancerprevention #love #human #nature #naturelovers,"['love', 'nature', 'health', 'human', 'mindset', 'cancerprevention', 'naturelovers', 'hearthealth', 'preventheartdisease']",7341159033052745002,32,0,healthychoicesrep,306
0,US,##walking##outside##hearthealth,"['walking', 'outside', 'hearthealth']",7341152051155504415,13,0,bakershow,281
0,US,As we close out Heart Health month here are a few tips to help stay healthy! #fyp #hearthealth #miami #momsover40 #blacktiktok ,"['miami', 'fyp', 'hearthealth', 'blacktiktok', 'momsover40']",7341150631714884910,31,0,sportymommas,809
5,US,A womans guide to living with heart disease : sharing others stories and symptoms #storytime #heartdisease #heartattack #chronicillness #sofiasheart #dayinthelife #gratefulheart #survivor ,"['survivor', 'dayinthelife', 'heartattack', 'storytime', 'chronicillness', 'heartdisease', 'gratefulheart', 'sofiasheart']",7341150002451877150,50,0,lifewithsofiasheart,3321
0,US,just a Lil day in the life video while waiting for a heart.. #CHD #heartTransplant #HeartFailure #heartdisease #DTGA ,"['chd', 'heartdisease', 'hearttransplant', 'heartfailure', 'dtga']",7341147380760333599,21,0,danny_dables,293
0,US,"🍓🌱 Heart-Boosting Strawberry Spinach Smoothie 🌱🍌 Fuel your heart with goodness this February with our nutritious Strawberry Spinach Smoothie! Packed with vibrant flavors and heart-healthy ingredients, this smoothie is a delicious way to kickstart your day. 💪🫀 🍃 Ingredients: 1 1/2 cups of spinach 1 small banana, sliced 1 cup of frozen strawberries 2/3 cup skim milk 👩‍🍳 Directions: Add all ingredients to a blender. Blend on medium-low speed, using the tamper as necessary, until well combined. Increase speed to medium-high and blend until very smooth. 🍹 Makes: 1 3/4 cups 🔍 Nutrition Information: 212 Calories 0.8g Fat 0.1g Saturated Fat 46g Carbohydrates 8g Fiber 8g Protein 136mg Sodium Elevate your heart health with every sip! 💖🍹 #HeartMonth #HealthySmoothie #NutritionBoost #HeartHealth #SmoothieLove","['healthysmoothie', 'heartmonth', 'hearthealth', 'smoothielove', 'nutritionboost']",7341146795650731307,4,1,hackensackmeridianhealth,1115
